title,date,time,location,map_link,host,price,link,picture,description
"2. Das Kundenproblem besser verstehen, Kunden befragen und validieren",12. November 2024,16:00,,,,,https://aixpress.io/events/2-das-kundenproblem-besser-verstehen-kunden-befragen-und-validieren-3/,https://aixpress.io/wp-content/uploads/2024/07/AI_Curriculum_Advanced_2480x580_5.11.24OCo4.2.25_RGB-1200x281.png,"Präsenz-Workshop für Startups 



	
		
			12. November 2024		

					
				 			
			
				16:00			
		
									
					 – 				
			
							
					19:00				
			
						




Beschreibung



Welche Herausforderungen haben deine Kunden? Welche Kundenprobleme sind am wichtigsten? Welche Geschäftschancen gibt es? Wie gut ist deine Idee? Mit Kundeninterviews kann man solche Fragen beantworten und sehr schnell lernen. Wie führt man Kundeninterviews professionell durch, wie stellt man die richtigen Fragen und wie erkennt man mit Interviews wertvolle Geschäftschancen. Anhand vieler praktischer Tipps lernst du, deine spezifischen Herausforderungen mit Kundeninterviews zu meistern.



Im Präsenz-Workshop gewinnst du einen Überblick über die wichtigsten Aspekte. Im Anschluss kannst du dich mit anderen Startups austauschen. Eine Anmeldung ist erforderlich. Die Teilnahme kostet 10€.



Das STARTUP xpress CURRICULUM ist ein umfangreiches Vortrags- und Workshop Angebot für Startups bzw. Gründer:innen aus der Region Böblingen/Stuttgart. Es gibt dir alle Business Informationen und Werkzeuge an die Hand, damit du für deinen Weg zu einem erfolgreichen Startup bestens gewappnet bist!



Dieser Event ist Teil des STARTUP xpress CURRICULUM. Für die Terminübersicht klicke den Button.




Weitere Termine













  

Speaker











Prof. Dr. Jürgen Münch, Hochschule Reutlingen



Dozent für Produktmanagement, Autor und Berater. Derzeit unterrichtet er Produktmanagement und Entrepreneurship an der Hochschule Reutlingen. Er hilft zahlreichen Innovationsteams und Startups bei der Entwicklung innovativer Produktstrategien und zugehöriger Geschäftsmodelle, die die Produkte zum Leben erwecken und sie in ihrem Markt klar differenzieren.
















  

Anmeldung





			 10€ 
				Teilnahmegebühr
	



	
	
	
	
    

	    
    
        		Es gab Fehler bei Ihrer Einreichung. Bitte versuche es erneut.
		
        


		

	

				
				

		
		
			
			
	
		

	Vorname*
	
						
									



	Nachname*
	
						
									



	E-Mail*
	
						
									



	Telefon
	
						
						Nur für Rückfragen zur Anmeldung oder bei kurzfristigen Terminänderungen! 			



	Zugehörigkeit*
	
				
							Schüler/Student
								Startup
								Unternehmen/Corporate
								Hochschule
								Investor
								Ökosystem Partner
								Acclerator Startup
								Other
						
							

	
		

				
			Address
			
				
				Wenn Sie ein Mensch sind, füllen Sie dieses Feld nicht aus
			
		

		
						
					

	

	
		
	



        	










  

Veranstalter









  
          
              
          
              
          
              
      






	
	

	
		AI xpress
	

	
			
			

Röhrer Weg 8
	
		
		Böblingen,


	71032

	Deutschland



							Google Karte anzeigen					
	
	
			Veranstaltungsort-Website anzeigen
	
	
	

	
    Mit dem Laden der Karte akzeptieren Sie die Datenschutzerklärung von Google.Mehr erfahren Karte laden  Google Maps immer entsperren   PGlmcmFtZQogIHRpdGxlPSJJZnJhbWUgdm9uIEdvb2dsZSBNYXBzLCBkZXIgZGllIEFkcmVzc2Ugdm9uIEFJIHhwcmVzcyBhbnplaWd0IgogIGFyaWEtbGFiZWw9IkthcnRlIGRlcyBWZXJhbnN0YWx0dW5nc29ydGVzIgogIHdpZHRoPSIzMTBweCIKICBoZWlnaHQ9IjI1NnB4IgogIGZyYW1lYm9yZGVyPSIwIiBzdHlsZT0iYm9yZGVyOjAiCiAgc3JjPSJodHRwczovL3d3dy5nb29nbGUuY29tL21hcHMvZW1iZWQvdjEvcGxhY2U/a2V5PUFJemFTeUROc2ljQXNQNi1WdUd0QWIxTzlyaUkzb2NfTk9iN0lPVSYjMDM4O3E9UiVDMyVCNmhyZXIrV2VnKzgrQiVDMyVCNmJsaW5nZW4rNzEwMzIrRGV1dHNjaGxhbmQrJiMwMzg7em9vbT0xMCIgYWxsb3dmdWxsc2NyZWVuPgo8L2lmcmFtZT4=


	




	
		
			
				
					
						
  
  

						
							Zum Kalender hinzufügen						
						
					
					
						
															
									
										Google Kalender									
								
															
									
										iCalendar									
								
															
									
										Outlook 365									
								
															
									
										Outlook Live"
AI xpress NET: ML4Safety – Absicherung von Machine-Learning-Algorithmen für sicherheitskritische Funktionen,14. November 2024,17:30,,,,,https://aixpress.io/events/ai-xpress-net-ml4safety-absicherung-von-machine-learning-algorithmen-fuer-sicherheitskritische-funktionen/,https://aixpress.io/wp-content/uploads/2024/03/AI_Net_2480x580_RZ_RGB-1200x281.jpg,"14. November 2024		

					
				  			
			
				17:30			
		
									
					 – 				
			
							
					19:00				
			
						




Beschreibung



AI xpress NET ist der Techtalk rund um KI-Themen im Startup- und Innovationszentrum AI xpress. Du bist Entwickler:in oder KI-Expert:in und interessierst dich für einen Austausch auf hohem technischen Niveau, dann ist AI xpress NET genau das Richtige für dich.



In sicherheitskritischen Anwendungen wie autonomen Fahrzeugen, Baumaschinen oder Cobots bietet der Einsatz von Machine-Learning (ML) enorme Chancen für die Automatisierung und Effizienzsteigerung. Doch Bedenken hinsichtlich der Zuverlässigkeit, Robustheit und Erklärbarkeit von ML-Modellen verhindern bisher deren breiten Einsatz. Im Rahmen des vorgestellten Fraunhofer-Projekts wird ein umfassendes Framework zur Verifikation von safeML entwickelt, das den Einsatz von ML-Verfahren in sicherheitskritischen Systemen ermöglicht. Unser Referent Björn Heiderich zeigt, wie innovative Ansätze zur Entwicklung und Überprüfung von ML-Systemen dazu beitragen können, ein vergleichbares Sicherheitsniveau wie bei herkömmlicher Software zu erreichen. Die Präsentation stellt dabei Anwendungen in verschiedenen Einsatzbereichen vor und erläutert, wie mit iterativen, automatisierten Methoden die Fehlerraten minimiert und die Entwicklungskosten dieser reduziert werden können.



Nutzen für die Besucher:innen 




Verständnis für die Herausforderungen bei der Absicherung von Machine-Learning-Algorithmen: Sie erfahren, warum es wichtig ist, die Zuverlässigkeit, Robustheit und Erklärbarkeit von ML-Modellen zu verbessern, um deren Einsatz in sicherheitskritischen Anwendungen zu ermöglichen.



Einblicke in das “safeML”-Framework: Sie lernen innovative Methoden zur Verifikation und Validierung von ML-Verfahren in sicherheitsrelevanten Anwendungen kennen.



Praktische Anwendungsbeispiele: Erfahren Sie, wie ML in autonomen Fahrzeugen, Baumaschinen und Cobots sicher eingesetzt werden kann und welche Hürden es dabei zu überwinden gilt.



Erhöhte Sicherheit und Vertrauen in ML-Systeme: Sie sehen, wie komplementäre Methoden und simulationsbasierte Prüfungen helfen, sicherheitsrelevante Fehler in ML-Systemen zu minimieren und so das gleiche Maß an Vertrauen zu schaffen wie bei konventioneller Software.




Weitere Termine:



12.12.2024 Die Alternative zu Cloud-APIs: On-premise-Betrieb von OpenSource KI-Modellen



23.01.2025 AIQualify – Framework zur Qualifizierung von KI-Systemen in der industriellen Qualitätsprüfung


















  

Speaker















Björn Heiderich, Wissenschaftlicher Mitarbeiter – Verifizierbare KI Fraunhofer IPA



Björn Heiderich ist wissenschaftlicher Mitarbeiter im Bereich Verifizierbare KI am Fraunhofer IPA. Er beschäftigt sich mit der Verifikation von KI-Modellen hinsichtlich Sicherheit und Robustheit für sicherheitskritische Anwendungen wie autonome Fahrzeuge und kollaborierende Roboter. Sein Forschungsschwerpunkt liegt auf der Entwicklung von Methoden zur sicheren und effizienten Überprüfung von KI-Systemen. Vor seiner Tätigkeit am Fraunhofer IPA absolvierte er seinen Master of Science am Karlsruhe Institute of Technology (KIT).




















  

Anmeldung





			 kostenlos 
				keine Teilnahmegebühr
	




	
	
	
	
    

	    
    
        		Es gab Fehler bei Ihrer Einreichung. Bitte versuche es erneut.
		
        


		

	

				
				

		
		
			
			
	
		

	Vorname*
	
						
									



	Nachname*
	
						
									



	E-Mail*
	
						
									



	Telefon
	
						
						Nur für Rückfragen zur Anmeldung oder bei kurzfristigen Terminänderungen! 			



	Zugehörigkeit*
	
				
							Schüler/Student
								Startup
								Unternehmen/Corporate
								Hochschule
								Investor
								Ökosystem Partner
								Acclerator Startup
								Other
						
							

	
		

				
			Address
			
				
				Wenn Sie ein Mensch sind, füllen Sie dieses Feld nicht aus
			
		

		
						
					

	

	
		
	



        	









TIPP >> Unsere Veranstaltungsreihe “KI Roundtable” wäre auch für dich interessant!




  

Veranstalter









  
          
              
          
              
      




	
		
	




	
		
			
				
					
						
  
  

						
							Zum Kalender hinzufügen						
						
					
					
						
															
									
										Google Kalender									
								
															
									
										iCalendar									
								
															
									
										Outlook 365									
								
															
									
										Outlook Live"
3. Wie wird deine Lösung besser als die von der Konkurrenz?,19. November 2024,16:00,,,,,https://aixpress.io/events/3-wie-wird-deine-loesung-besser-als-die-von-der-konkurrenz-3/,https://aixpress.io/wp-content/uploads/2024/07/AI_Curriculum_Advanced_2480x580_5.11.24OCo4.2.25_RGB-1200x281.png,"Präsenz-Workshop für Startups 



	
		
			19. November 2024		

					
				 			
			
				16:00			
		
									
					 – 				
			
							
					19:00				
			
						




Beschreibung



Was suchen deine Kunden und wie findest du das heraus? Wie kannst du bieten was sie suchen, Wer sind deine Konkurrenten? Was ist deren Angebot? Wie kannst du Dich in wichtigen Aspekten deines Business Models von der Konkurrenz unterscheiden? Warum nicht nur in deinem technischen Angebot? Was ist deine Unfair Advantage? Warum sollen Kunden bei dir kaufen?



Im Präsenz-Workshop gewinnst du einen Überblick über die wichtigsten Aspekte. Im Anschluss kannst du dich mit anderen Startups austauschen. Eine Anmeldung ist erforderlich. Die Teilnahme kostet 10€.



Das STARTUP xpress CURRICULUM ist ein umfangreiches Vortrags- und Workshop Angebot für Startups bzw. Gründer:innen aus der Region Böblingen/Stuttgart. Es gibt dir alle Business Informationen und Werkzeuge an die Hand, damit du für deinen Weg zu einem erfolgreichen Startup bestens gewappnet bist!



Dieser Event ist Teil des STARTUP xpress CURRICULUM. Für die Terminübersicht klicke den Button.




Weitere Termine









  

Speaker











Wolfgang Vogt, Senioren der Wirtschaft



ist Vorstandsmitglied bei den Senioren der Wirtschaft und berät seit 10 Jahren in der Beratung von Gründern/Startups und kleineren Mittelständlern aktiv. Wolfgang ist Gründerlotse im Raum Böblingen. Er ist Referent für Vorträge und Workshops bei Hochschulen, Acceleratoren und anderen Institutionen. Er hat Lehraufträge bei der ESB Reutlingen und der DHBW Stuttgart und ist Jury Mitglied bei vielen Startup Veranstaltungen. Davor war er Direktor Strategie & Marketing bei IBM. Er berät Startups seit mehr als 10 Jahren.
















  

Anmeldung





			 10€ 
				Teilnahmegebühr
	



	
	
	
	
    

	    
    
        		Es gab Fehler bei Ihrer Einreichung. Bitte versuche es erneut.
		
        


		

	

				
				

		
		
			
			
	
		

	Vorname*
	
						
									



	Nachname*
	
						
									



	E-Mail*
	
						
									



	Telefon
	
						
						Nur für Rückfragen zur Anmeldung oder bei kurzfristigen Terminänderungen! 			



	Zugehörigkeit*
	
				
							Schüler/Student
								Startup
								Unternehmen/Corporate
								Hochschule
								Investor
								Ökosystem Partner
								Acclerator Startup
								Other
						
							

	
		

				
			Address
			
				
				Wenn Sie ein Mensch sind, füllen Sie dieses Feld nicht aus
			
		

		
						
					

	

	
		
	



        	










  

Veranstalter









  
          
              
          
              
          
              
      






	
	

	
		AI xpress
	

	
			
			

Röhrer Weg 8
	
		
		Böblingen,


	71032

	Deutschland



							Google Karte anzeigen					
	
	
			Veranstaltungsort-Website anzeigen
	
	
	

	
    Mit dem Laden der Karte akzeptieren Sie die Datenschutzerklärung von Google.Mehr erfahren Karte laden  Google Maps immer entsperren   PGlmcmFtZQogIHRpdGxlPSJJZnJhbWUgdm9uIEdvb2dsZSBNYXBzLCBkZXIgZGllIEFkcmVzc2Ugdm9uIEFJIHhwcmVzcyBhbnplaWd0IgogIGFyaWEtbGFiZWw9IkthcnRlIGRlcyBWZXJhbnN0YWx0dW5nc29ydGVzIgogIHdpZHRoPSIzMTBweCIKICBoZWlnaHQ9IjI1NnB4IgogIGZyYW1lYm9yZGVyPSIwIiBzdHlsZT0iYm9yZGVyOjAiCiAgc3JjPSJodHRwczovL3d3dy5nb29nbGUuY29tL21hcHMvZW1iZWQvdjEvcGxhY2U/a2V5PUFJemFTeUROc2ljQXNQNi1WdUd0QWIxTzlyaUkzb2NfTk9iN0lPVSYjMDM4O3E9UiVDMyVCNmhyZXIrV2VnKzgrQiVDMyVCNmJsaW5nZW4rNzEwMzIrRGV1dHNjaGxhbmQrJiMwMzg7em9vbT0xMCIgYWxsb3dmdWxsc2NyZWVuPgo8L2lmcmFtZT4=


	




	
		
			
				
					
						
  
  

						
							Zum Kalender hinzufügen						
						
					
					
						
															
									
										Google Kalender									
								
															
									
										iCalendar									
								
															
									
										Outlook 365									
								
															
									
										Outlook Live"
KI ROUNDTABLE – Einladung zum Dialog und Austausch für Führungskräfte und Geschäftsführer in der Region Böblingen,,,,,,,https://aixpress.io/events/ki-roundtable-einladung-zum-dialog-und-austausch-fuer-fuehrungskraefte-und-geschaeftsfuehrer-in-der-region-boeblingen-7/,https://aixpress.io/wp-content/uploads/2024/03/AI_RoundTable_720x720_RGB.png,"Veranstaltung für Startups und Unternehmen im AI xpress Böblingen



	
		

	Veranstaltungsserie
	
	
	

	

	
		Veranstaltungsserie	

	
		
			(Alle ansehen)		
	


	
		
			25. November 2024		

					
				  			
			
				18:00			
		
									
					 – 				
			
							
					20:00				
			
						




Im Zeitalter der Digitalisierung spielt künstliche Intelligenz (KI) eine zunehmend wichtige Rolle in der Geschäftswelt. Der KI Roundtable ist eine exklusive Veranstaltung, die darauf abzielt, Unternehmen verschiedener Größen und Branchen aus der Region Böblingen zusammenzubringen, um Wissen und Erfahrungen rund um das Thema KI auszutauschen.



Inhalte




Informative Sessions: Verschiedene Sprecher werden Basiswissen und Standardanwendungen von KI präsentieren.



Interaktive Workshops: Erarbeiten Sie kleine Konzepte, erfahren Sie mehr über E-Mail-Automation und vieles mehr.



Netzwerkgelegenheiten: Treffen Sie Unternehmer aus Ihrer Region und knüpfen Sie wertvolle Kontakte.




Ziel des Events



Dieser Roundtable ist nicht auf Verkauf ausgerichtet. Vielmehr geht es darum, eine Plattform zu bieten, auf der sich Unternehmer ohne Vorurteile über KI informieren und austauschen können. Ob Sie sich in kleineren Gruppen zu spezifischen Themen austauschen oder einfach nur zuhören möchten, der KI Roundtable ist der perfekte Ort, um die ersten Schritte in Richtung KI zu machen.



Zielgruppe




Absolute Anfänger in KI: Haben Sie noch keine Berührungspunkte mit KI gehabt? Kein Problem, dieser Roundtable ist ideal, um Grundlagen zu erlernen und Hemmschwellen abzubauen.



Erfahrene IT-Firmen: Bereits im KI-Bereich tätig? Tauschen Sie sich auf Augenhöhe mit anderen Experten aus und erweitern Sie Ihr Netzwerk.



Skeptiker und Neugierige: Sind Sie unsicher über den Einsatz von KI in Ihrem Unternehmen? Hier können Sie offene Fragen stellen, ohne Verkaufsdruck.








Dieser Event findet in regelmäßigen Abständen, immer montags, statt: 25.03.24, 27.05.24, 29.07.24, 23.09.24, 25.11.24



Wir freuen uns darauf, Sie beim KI Roundtable zu begrüßen und gemeinsam die Möglichkeiten der Künstlichen Intelligenz zu erkunden!












  

Anmeldung










Preise: 25 € p.P. (zzgl. MwSt.) Für Mitglieder des Softwarezentrums kostenfrei







Anmeldung























  

Veranstalter









Eine Veranstaltung des Softwarezentrum Böblingen/Sindelfingen e.V. mit Unterstützung der Firmen Huntercoach.de, Software Aspekte SA GmbH, Living Mainframe GmbH und Stark Group GmbH


	
		
			
				
					
						
  
  

						
							Zum Kalender hinzufügen						
						
					
					
						
															
									
										Google Kalender									
								
															
									
										iCalendar									
								
															
									
										Outlook 365									
								
															
									
										Outlook Live"
Unternehmenslust 2024,,,,,,,https://form.jotform.com/232154313140036,,"UNTERNEHMENSLUST ist eine Jobbörse der anderen Art, die motivierte junge Köpfe mit Start-ups zusammenbringt, damit sie sich jenseits aller digitalen Jobplattformen kennenlernen können.
Auf der einen Seite können sich innovative Startups präsentieren und nach Mitgründern*innen, Mitarbeitern*innen und Praktikanten*innen suchen, die am besten zu ihren Teams passen. Zum anderen lernen Freiburger Studierende & Interessierte aller Fachrichtungen die lokale Startup-Szene kennen und haben die Möglichkeit, mit den für sie interessanten Startup-Teams persönlich in Kontakt zu treten.
Nachdem die Start-ups ihre Projekte und Jobangebote gepitcht (präsentiert) haben, können Sie sich an den Ständen der einzelnen Start-ups persönlich vorstellen und alle Ihre Fragen stellen. Bei Snacks und Getränken schaffen wir eine gemütliche Atmosphäre zum Netzwerken für alle, die unser lokales Startup-Netzwerk vielleicht noch nicht so gut kennen.
Die verschiedenen Startups suchen Mitarbeiter*innen aus allen Bereichen, unter anderem: Technik, Informatik, Marketing, Vertrieb, Kommunikation, Design, Medizin, Biologie, Mensch & Kultur.
Der Eintritt ist frei, aber wir bitten darum, dich vorher online anzumelden.
Die Veranstaltungsprogrammpunkte werden zweisprachig sein – hauptsächlich auf Englisch."
Empowering Female Founders,,,,,,,,,"Bist du fasziniert von dem Gedanken, dein eigenes Unternehmen zu gründen? Bist du bereits auf dem Weg, eine Gründerin zu werden oder trägst du schon länger eine Geschäftsidee in dir? Ob du bereits erste Schritte machst oder noch unsicher bist – Wir laden dich herzlich zu unserem Workshop „Empowering Female Founders: Gemeinsam Lernen, Gemeinsam Wachsen“ ein!

Diese zwei Halbtages-Workshops finden am 18. und 23. Oktober 2024 online statt und sind eine exklusive Gelegenheit, in einer Gemeinschaft gleichgesinnter Frauen zu lernen und zu wachsen.
Melde dich hier an!
 


Workshop Übersicht
18. Oktober 2024, 13 – 17 Uhr (online) – EMPOWER:
Gründen bedeutet mehr als nur Daten, Fakten und Strategien. Als Gründer*in stößt man regelmäßig auf Herausforderungen, die innere Stabilität, eine klare Verbindung zum eigenen Purpose und eine starke Leadership-Haltung erfordern. Diese Faktoren sind entscheidend für lösungsorientiertes und innovatives Handeln, ob ich im Flow bleibe und mutige Entscheidungen treffe.
In dem Workshop legen wir Grundsteine und bieten Übungen, um die eigene Beziehung zum Purpose und Leadership zu stärken und bieten Einblicke und motivierende Perspektiven zur weiblichen Gründungslandschaft.
23. Oktober 2024, 10 – 14 Uhr (online) – EDUCATION:
Teil 1: Role Model
Eine erfahrene Gründerin erzählt uns von ihrer Gründung-Geschichte, Hürden und Herausforderungen und steht dir für alle Fragen und Themen zur Verfügung.
Teil 2: Wo stehe ich und was brauche ich?
Im Anschluss bieten wir dir Education-Workshops rund um relevante Gründungsthemen an, die passgenau auf die Bedarfe der Teilnehmerinnen zielen. Unser Ziel am Ende dieses Teils ist es, dass du weißt, was genau der nächste Schritt sein könnte und welche Angebote es dafür gibt.
 
Wo? Online – Teilnahmelink wird nach der Anmeldung verschickt.
Wer kann teilnehmen? Alle Frauen, die mit dem Gedanken spielen zu gründen (mit konkreter Idee oder auch ohne) oder bereits gegründet haben und sich gerne mit Gleichgesinnten auszutauschen möchten.
 
JETZT ANMELDEN
Die Veranstaltung ist eine Kooperation aus den Landesacceleratoren >SMART> GREEN Accelerator, Up2B, Life Science Accelerator und dem Cyberlab und wird im Rahmen der Landeskampagne Start-up BW gefördert. Das Programm ist in Partnerschaft mit FUTUR F, die speziell Gründungsberatung für Frauen anbieten."
"Green Tech Startup Night 2024 
        27.06.2024 | Kreativpark Lokhalle Freiburg",,,,,,,,,
ODDO BHF Young Entrepreneurs Awards 2025,,,Online Event,,,,https://www.startbase.de/events/-2024-09-/,,"ODDO BHF Young Entrepreneurs Awards 2025

											Für OYEA 2025 können sich ab sofort wieder die vielversprechendsten Jungunternehmen aus der deutschsprachigen DACH-Region bewerben. Die Preisträger erhalten Preisgelder in Höhe von 10.000 bis 20.000 Euro sowie Coaching von ODDO BHF-Experten und externen Partnern wie BayStartUP, BAND, Futury, High-Tech Gründerfonds, UnternehmerTUM und der Werte-Stiftung.

											Erstmals werden vier Awards vergeben: Neben dem Grand Jury, Social Impact und People’s Choice Award wird 2025 auch der Female Entrepreneurs Award verliehen. Jede Bewerbung wird von einem Expertenausschuss geprüft, der eine erste Auswahl trifft. Im Februar 2025 trifft sich die Grand Jury, der Philippe Oddo, Dr. Martin Brudermüller (Aufsichtsratsvorsitzender der Mercedes-Benz Group AG und ehemaliger CEO BASF), Daniel Krauss (Founder Flix SE), Dr. Peter Leibinger (Chairman of the Supervisory Board TRUMPF SE + Co. KG), Melissa Ott (Managing Director Futury GmbH), Romy Schnelle (Geschäftsführerin HTGF) und Prof. Dr. Helmut Schönenberger (CEO UnternehmerTUM GmbH) angehören, und wählt ihre Favoriten aus. Die zehn Finalisten stellen bei der „Award Ceremony“ im März ihr Unternehmen vor. Im Anschluss werden die Gewinner ausgezeichnet.

											Voraussetzungen für eine Bewerbung

											Die „ODDO BHF Young Entrepreneurs Awards 2025“ richten sich an Start-ups (Teams, keine Einzelgründer) mit Hauptsitz in der deutschsprachigen DACH-Region, die in den letzten drei Jahren gegründet wurden und deren Eintragung ins Handelsregister erfolgt ist. Prototyp und Geschäftsmodell müssen bereits existieren und eine erste Seed-Finanzierung muss stattgefunden haben. Bewerben können sich Start-ups aus den folgenden Branchen: KI, Clean Energy & Storage, Digital Business Models, Engineering, Health-Care, Proptech, Industrie & Material, Life Sciences, Med-Tech, Mobility & Transportation. Interessierte haben bis zum 31. Oktober 2024 Zeit, ihre Bewerbung einzureichen: https://oyea.oddo-bhf.com/de-de/index.php"
EdTech Next Academy,,,Founders Foundation gGmbH Obernstraße 50,,,,https://www.startbase.de/events/edtech-next-academy-2024-10-founders-foundation-ggmbh/,,
Startup School,,,Founders Foundation gGmbH Obernstraße 50,,,,https://www.startbase.de/events/startup-school-2024-10-founders-foundation-ggmbh/,,
EdTech Next Summit 2024,,,LENKWERK Bielefeld Am Stadtholz 24-26,,,,https://www.startbase.de/events/edtech-next-summit-2024-2024-10-lenkwerk-bielefeld/,,"Der EdTech Next Summit ist die führende Konferenz im Bereich der Bildungstechnologien, bei der Innovator:innen, Unternehmer:innen und Branchenführer:innen zusammenkommen, um die neuesten Trends und Entwicklungen in der EdTech-Welt zu diskutieren. Der Fokus liegt auf K12 und Hochschulbildung mit besonderem Augenmerk auf den deutschen Bildungsmarkt.

											

											Die eintägige Veranstaltung bietet Startups, Investor:innen und Bildungsexpert:innen eine Plattform zum Vernetzen, zum Austausch von Erfahrungen und zur Bildung neuer Partnerschaften. Der EdTech Next Summit, der bereits zum dritten Mal stattfindet, zeichnet sich durch praxisnahe Vorträge, interaktive Workshops und vielfältige Networking-Möglichkeiten aus. Teilnehmende haben die Möglichkeit, sich mit führenden Köpfen der Bildungsbranche auszutauschen und wertvolle Kontakte zu knüpfen."
Heilbronn Slush’D 2024,,,"Theresienwiese Heilbronn Theresienwiese 8
																																												Heilbronn​ DE",,,,https://www.startbase.de/events/heilbronn-slush-d-2024-2024-07/,,"Am 24. Oktober 2024 findet die Heilbronn Slush’D auf der Theresienwiese in Heilbronn statt. Organisiert von den Campus Founders, richtet sich das Event an Gründer, Unternehmen und Investoren. Neben Keynotes und Workshops stehen Networking und die Präsentation innovativer Technologien im Mittelpunkt. 

											

											Early-Bird-Tickets sind bis zum 12. Juli 2024 verfügbar. Zu den Highlights gehören Vorträge und Workshops von führenden Experten aus der Tech- und Startup-Szene. Startups können ihre Lösungen präsentieren und Kontakte knüpfen, während Investoren die neuesten Trends erkunden und Unternehmen innovative Technologien entdecken. Forschungsinstitute diskutieren die praktische Anwendung ihrer neuesten Technologien. Das Themenspektrum umfasst Künstliche Intelligenz, Nachhaltigkeit, Sicherheit und die Gesellschaft der Zukunft. Updates und News gibt es auf LinkedIn und Instagram. 

											

											Tickets und weitere Informationen: heilbronnslushd.com"
III. B2B Sales & Marketing Night Chemnitz,,,Kraftverkehr Chemnitz Fraunhoferstraße 60,,,,https://www.startbase.de/events/iii-b2b-sales-marketing-night-chemnitz-2024-10-kraftverkehr-chemnitz/,,
Startupland,,,Köln Aachener Straße 999,,,,https://www.startbase.de/events/startupland-2024-11-koeln/,,
Deutscher Business Angels Tag 2024,,,"Mainz Hauptstraße 17
																																												Mainz DE",,,,https://www.startbase.de/events/deutscher-business-angels-tag-2024-2024-11-mainz/,,
"Online Lecture ""Introduction of Multidisciplinary Design Optimization""",30.10.2024,"15:00
                                                                                            bis 16:30 Uhr",Public Online Lecture,,,Free,https://www.icm-bw.de/news-und-events/events/event-detail/online-lecture-introduction-of-multidisciplinary-design-optimization,,"Multidisciplinary design optimization (MDO) is an engineering field that applies optimization techniques to address design challenges that include many disciplines. MDO enables designers to integrate several scientific and engineering disciplines concurrently in order to obtain an optimum design that takes into account all relevant factors. The simultaneous optimization of the problem yields a superior solution compared to optimizing each discipline sequentially. This is because it allows for the exploitation of the relationships between the disciplines.
In this lecture, an introduction to MDO will be presented that includes: 	Design Process in MDO 	Fundamentals of Optimization Techniques used in MDO (gradient based, evolutionary). 	Introduction to Mathematical Modelling for MDO and Sensitivity Analysis. 	Applications of MDO in Various Industries, e.g., Aerospace, Automotive, etc.  
Professor Kamran Behdinan, PhD, PEng, is Director of the Institute for Multidisciplinary Design and Innovation (UT-IMDI) and Director and PI of the Advanced Research Laboratory for Multifunctional Lightweight Structures (ARL-MLS) at the University of Toronto.
He is Visiting Professor within the ""Future Mobility Grants"" funding program. The program within the InnovationCampus Future Mobility (ICM) is intended to promote and support the international cooperation of the ICM with researchers from all over the world."
Elmia Subcontractor 2024,12.11.2024,"Elmia AB
                                                                                        
                                                                                        
                                                                                            
                                                                                            Mässvägen 12
                                                                                        
                                                                                        
                                                                                            
                                                                                            554 54 Jönköping, Sweden",,,,Veranstalter: Elmia AB,https://www.icm-bw.de/news-und-events/events/event-detail/elmia-subcontractor-2024,,"Unter einem Dach finden Sie Unternehmen aus nahezu allen Bereichen der Zulieferindustrie. Sie können Neuigkeiten aus der Branche erfahren, neue Geschäftspartner finden und interessante Kontakte knüpfen.
In Jönköping, im Herzen der bevölkerungsreichsten Region Schwedens, bietet die Messe eine hervorragende Gelegenheit, einen umfassenden Überblick über die schwedische Industrie zu gewinnen. Als führende Veranstaltung ihrer Art zieht sie alle an, die mit der schwedischen Zulieferindustrie in Verbindung stehen. Die Aussteller präsentieren stolz ihre neuesten Produkte und Innovationen, wodurch die Messe eine ausgezeichnete Möglichkeit darstellt, aktuelle Trends zu entdecken und sich für neue Lösungen inspirieren zu lassen.
Weitere Informationen zur Beteiligung des InnovationsCampus Mobilität der Zukunft (ICM) folgen."
Forum Franco-Allemand in Metz,12.11.2024,12:00 Uhr,Kongresszentrum Robert Schuman Rue aux Arènes 100 57000 Metz,,,"Veranstalter: Deuxième Forum Franco-Allemand de Metz, Eurométropole Metz",https://www.icm-bw.de/news-und-events/events/event-detail/forum-franco-allemand-in-metz,,Ob Sicherheitsstandards oder Technologien zur Senkung von CO2 -Emissionen – keine Branche ist so sehr in Forschung und Entwicklung engagiert wie die Automobilindustrie. Innovative Ideen und neue Ansätze sind die Grundpfeiler für die Zukunft dieser Branche. In diesem Zusammenhang stechen Deutschland und Frankreich als zwei wichtige Akteure hervor. Das Forum Franco-Allemand 2024 in Metz stellt die Automobilindustrie in den Mittelpunkt der Debatten: Welcher Platz für das Auto im urbanen Raum? Welche Ausbildungen für eine dynamische Automobilbranche? Welche Innovationen für die Mobilität von morgen?
